DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60204882;Stillfried Bahnhof;Wien;90001;16.8464748;48.4109463
60204883;Stixneusiedl Alte Bundesstraße;Wien;90001;16.6740881;48.0411052
60204884;Stockerau Bahnhof;Wien;90001;16.2130188;48.3823105
60204886;Stockerau Kaserngasse;Wien;90001;16.2238076;48.38765
60204887;Stetten (Korneuburg) Neubergsiedlung;Wien;90001;16.3928885;48.3604874
60204888;Stockerau Dag-Hammerskjöld-Gasse;Wien;90001;16.192654;48.3863197
60204889;Stockerau Alois-Negrelli-Straße;Wien;90001;16.2239154;48.3825969
60204891;Stockerau Dr.-Johann-Fuchs-Gasse;Wien;90001;16.2232776;48.3905611
60204892;Stockerau Eduard-Rösch-Straße;Wien;90001;16.2231878;48.3864151
60204893;Stockerau Joseph-Haydn-Gasse;Wien;90001;16.2093896;48.3922672
60204894;Stockerau Prager Str./Gartensiedlung;Wien;90001;16.1980619;48.3868327
60204895;Stockerau Franz-Jonas-Straße;Wien;90001;16.2032362;48.3970092
60204896;Stockerau Stögergasse;Wien;90001;16.2166929;48.3868148
60204897;Stockerau Prager Straße/Glasfabrik;Wien;90001;16.1933817;48.3901913
60204898;Stockerau Unter den Linden/Gymnasium;Wien;90001;16.2026613;48.3881929
60204899;Stockerau Johann-Strauß-Promenade;Wien;90001;16.2130368;48.3937644
60204900;Stockerau Josef-Wolfik-Straße;Wien;90001;16.2012958;48.385216
60204901;Stetten (Korneuburg) Werkstraße;Wien;90001;16.3822794;48.3580461
60204902;Stockerau Judithastraße;Wien;90001;16.2128392;48.3869282
60204903;Spillern Stockerauer Straße;Wien;90001;16.2474782;48.3823642
60204904;Stockerau Kloster;Wien;90001;16.1897794;48.386606
60204905;Stockerau Gewerbegebiet Ost;Wien;90001;16.2393574;48.3857291
60204906;Stockerau Horner Straße;Wien;90001;16.1833295;48.3882704
60204907;Stockerau Nikolaus-Heid-Str.;Wien;90001;16.2223433;48.3934363
60204908;Stockerau Weineckgasse;Wien;90001;16.2239334;48.3854546
60204909;Stockerau Prinz-Eugen-Kaserne;Wien;90001;16.1980439;48.3895351
60204910;Stockerau Rathausplatz;Wien;90001;16.2074762;48.3848342
60204911;Stockerau Dr.-Karl-Gladt-Str.;Wien;90001;16.2064701;48.393991
60204912;Stockerau Senninger Straße;Wien;90001;16.2027062;48.3972955
60204913;Stockerau Sparkassaplatz;Wien;90001;16.2140968;48.3857947
60204914;Stockerau Tullner Straße;Wien;90001;16.1848207;48.3856813
60204915;Stockerau Wiener Straße;Wien;90001;16.2307516;48.3866776
60204916;Stopfenreuth Uferstraße;Wien;90001;16.8802156;48.1463327
60204917;Stotzing Ortsmitte;Wien;90001;16.5438594;47.9071092
60204920;Stranzendorf Ort;Wien;90001;16.0799244;48.4508759
60204922;Strasshof (Nordbahn) Bahnhof;Wien;90001;16.6345892;48.3186469
60204923;Strasshof (Nordbahn) Adalbert-Stifter-Gasse;Wien;90001;16.6225967;48.3176732
60204924;Strasshof (Nordbahn) Anzengrubergasse;Wien;90001;16.6514057;48.3193279
60204925;Steinriegl (Tulln) Hochstraße;Wien;90001;16.2058413;48.276527
60204926;Stetten (Korneuburg) Gewerbegebiet;Wien;90001;16.3586986;48.3657157
60204927;Strasshof (Nordbahn) Beethovenstraße;Wien;90001;16.6171439;48.3100023
60204928;Strasshof (Nordbahn) Billrothgasse;Wien;90001;16.6384609;48.3164964
60204929;Strasshof (Nordbahn) Althofergasse;Wien;90001;16.6352001;48.3201463
60204930;Strasshof (Nordbahn) Dr.-Semmelweis-Gasse;Wien;90001;16.6177099;48.312649
60204932;Strasshof (Nordbahn) Goethestraße;Wien;90001;16.6326219;48.3205465
60204933;Strasshof (Nordbahn) Girardigasse;Wien;90001;16.640042;48.3215083
60204934;Strasshof (Nordbahn) Grenzstraße 124;Wien;90001;16.6697672;48.3127028
60204935;Strasshof (Nordbahn) Josef-Schwarz-Straße;Wien;90001;16.6713213;48.3184319
60204936;Strasshof (Nordbahn) Marterlweg;Wien;90001;16.6658057;48.3174522
60204937;Strasshof (Nordbahn) Karl-Millöcker-Gasse;Wien;90001;16.628319;48.3193936
60204938;Straning Ortsmitte;Wien;90001;15.8643288;48.6103457
60204940;Strasshof (Nordbahn) Kleistgasse;Wien;90001;16.6631826;48.3202419
60204941;Strasshof (Nordbahn) Schillerstraße;Wien;90001;16.6207641;48.3110538
60204942;St. Margarethen (Bgld) Familypark;Wien;90001;16.6451534;47.8020683
60204943;Strasshof (Nordbahn) Neusiedler Straße;Wien;90001;16.6343107;48.3145727
60204944;Strasshof (Nordbahn) Parkstraße;Wien;90001;16.6702433;48.3218129
60204945;Strasshof (Nordbahn) Peter-Strasser-Gasse;Wien;90001;16.6670543;48.3142441
60204946;Strasshof (Nordbahn) Petzoldgasse;Wien;90001;16.6458451;48.3178226
60204947;Strasshof (Nordbahn) Pirquetstraße;Wien;90001;16.6623112;48.3127506
60204949;Strasshof (Nordbahn) Rote Burg;Wien;90001;16.6333316;48.3156122
60204950;Strasshof (Nordbahn) Promenadestraße;Wien;90001;16.6620777;48.3159288
60204951;Strasshof (Nordbahn) Schubertgasse;Wien;90001;16.6716806;48.3212215
60204954;Oberwaltersdorf Feuerwehr;Wien;90001;16.3188044;47.9807264
60204956;Strasshof (Nordbahn) Industriestraße;Wien;90001;16.6086728;48.3116154
60204957;Strasshof (Nordbahn) Lehárgasse;Wien;90001;16.6196233;48.3134675
60204958;Straudorf Kirche;Wien;90001;16.7407252;48.182942
60204959;Streifing Kirche;Wien;90001;16.5063367;48.4833376
60204961;Streitdorf Casinoplatz;Wien;90001;16.2714542;48.462356
60204962;Streithofen Bundesstraße;Wien;90001;15.9415929;48.2766048
60204964;Stripfing Ortsmitte;Wien;90001;16.7984599;48.3408284
60204968;St. Pölten Hbf./Kremser Landstr.;Wien;90001;15.6248379;48.2092892
60204970;Rappoltenkirchen Kreuthstraße;Wien;90001;16.0150301;48.2334509
60204972;Sulz (Wienerwald) Sulzer Höhe;Wien;90001;16.1417824;48.1089715
60204975;Tallesbrunn Bahnhof;Wien;90001;16.7864584;48.363794
60204976;Tallesbrunn Brunnenplatz;Wien;90001;16.7869165;48.3623078
60204977;Tallesbrunn Winzergasse;Wien;90001;16.7844551;48.3598069
60204978;Tattendorf Bahnhof;Wien;90001;16.3057609;47.955447
60204979;Tattendorf Gemeindeamt;Wien;90001;16.3028324;47.9566622
60204980;Tattendorf Oberwaltersdorfer Straße;Wien;90001;16.3117706;47.9608792
60204981;Tautendorf bei Perschling Untere Barockstraße;Wien;90001;15.8521117;48.2834259
60204982;Altenmarkt an der Triesting Taßhof;Wien;90001;16.0243457;48.0010108
60204983;Teesdorf Bahnhof;Wien;90001;16.2898697;47.9426612
60204984;Teesdorf Bahnstraße;Wien;90001;16.2878036;47.945008
60204985;Teesdorf Franz-Lejeune-Straße;Wien;90001;16.2866088;47.9494486
60204986;Teesdorf Mittelschule;Wien;90001;16.2821532;47.9495148
60204987;Teesdorf Volksschule;Wien;90001;16.2781916;47.9485762
60204988;Thenneberg Kirche;Wien;90001;15.968165;48.0178082
60204989;Siedlung Maria Theresia Fasangasse;Wien;90001;16.2558235;47.8794621
60204990;Theresienfeld Bahnhof;Wien;90001;16.2440377;47.8604982
60204991;Theresienfeld Petrigasse;Wien;90001;16.2484933;47.866525
60204992;Thomasl Ort;Wien;90001;16.3964099;48.5318187
60204993;Thürnthal Kellergasse;Wien;90001;15.8452036;48.4381118
60204994;Hintersdorf Sonnberg 10;Wien;90001;16.2172589;48.2830732
60204995;Traiskirchen Aspangbahn;Wien;90001;16.3033175;48.0178383
60204996;Traiskirchen Europaplatz;Wien;90001;16.2867975;48.0215816
60204997;Traiskirchen Goethesiedlung;Wien;90001;16.2844618;48.0250964
60204998;Traiskirchen Melkergasse;Wien;90001;16.2956369;48.0188417
60204999;Traiskirchen Hauptplatz;Wien;90001;16.2948464;48.013704
60205000;Traiskirchen Mittelschule;Wien;90001;16.2885402;48.0178022
60205001;Traiskirchen Lokalbahn;Wien;90001;16.2905973;48.0152484
60205002;Traiskirchen Stadtpark;Wien;90001;16.2974605;48.013031
60205003;Oberkirchbach Kogelweg;Wien;90001;16.1973163;48.2878732
60205004;Traiskirchen Gregor-Mendel-Straße;Wien;90001;16.2933731;48.0090286
60205005;Traismauer Bahnhof;Wien;90001;15.7454008;48.3479753
60205006;Trasdorf Bahnhof;Wien;90001;15.8795283;48.3152836
60205007;Trasdorf Bindergasse;Wien;90001;15.8783605;48.3121651
60205008;Trasdorf Dorfplatz/West;Wien;90001;15.8775969;48.3127446
60205009;Traunfeld (NÖ) Ortsmitte;Wien;90001;16.5192994;48.4430224
60205010;Trausdorf/Wulka Friedhof;Wien;90001;16.5635774;47.8144726
60205011;Trausdorf/Wulka Obere Hauptstr.;Wien;90001;16.5550703;47.8137547
60205012;Trausdorf/Wulka Feriensiedlung;Wien;90001;16.5782289;47.8288581
60205013;Trautmannsdorf/Leitha Bahnhof;Wien;90001;16.6423057;48.024075
60205015;Michelhausen Ruster Straße;Wien;90001;15.932439;48.2928879
60205016;Tresdorf (NÖ) Kirche;Wien;90001;16.3575667;48.380813
60205017;Tresdorf (NÖ) Kellergasse;Wien;90001;16.3486734;48.381696
60205018;Tresdorf (NÖ) Schloßgasse;Wien;90001;16.3550065;48.3805445
60205019;Pfaffstätten Wiener Straße;Wien;90001;16.2735024;48.0157892
60205020;Tribuswinkel Leesdorfer Straße;Wien;90001;16.2711488;48.0026758
60205021;Tribuswinkel Schafflerhofsiedlung;Wien;90001;16.2760087;47.9921502
60205022;Tribuswinkel Bahnhof;Wien;90001;16.2697385;48.0077845
60205023;Trumau Bahnhof;Wien;90001;16.3321893;47.9925169
60205024;Trumau Ortsmitte;Wien;90001;16.3431218;47.9930339
60205026;Trübensee Fischerzeile;Wien;90001;16.0368053;48.3613886
60205027;Passauerhof bei Katzelsdorf;Wien;90001;16.128694;48.2671577
60205028;Tulbing Katzelsdorfer Straße;Wien;90001;16.116971;48.2874189
60205029;Tulbing Klostergasse;Wien;90001;16.1208068;48.2935274
60205030;Tulbing Hauptstraße;Wien;90001;16.1221273;48.2906167
60205031;Tulbingerkogel Mucha;Wien;90001;16.158527;48.270584
60205032;Tulbingerkogel Gasthaus Popp;Wien;90001;16.1516908;48.2743329
60205033;Tulbingerkogel Hotel;Wien;90001;16.1456901;48.2792771
60205034;Tulln Bahnhof;Wien;90001;16.0652549;48.3273379
60205035;Tulln Kaplanstraße;Wien;90001;16.0770768;48.3290043
60205037;Tattendorf Mühlgasse;Wien;90001;16.3013322;47.9568848
60205038;Tulln Gebietskrankenkasse;Wien;90001;16.0552028;48.326221
60205039;Tulln Bundesschulzentrum;Wien;90001;16.0643926;48.3327966
60205040;Tulln Egon-Schiele-Gasse;Wien;90001;16.0619402;48.3242022
60205041;Tulln Etzelgasse;Wien;90001;16.0723876;48.3261016
60205042;Tulln Feuerwehr;Wien;90001;16.0586433;48.3276843
60205043;Tulln Industriegebiet;Wien;90001;16.0825834;48.3194653
60205044;Tulln Frauenhofner Straße;Wien;90001;16.0607634;48.3232345
60205045;Tulln Frauentorgasse/Volksschule II;Wien;90001;16.0563796;48.3203972
60205046;Tulln Grünwaldgasse;Wien;90001;16.046004;48.3283473
60205047;Tulln Hafenstraße;Wien;90001;16.0677882;48.3304675
60205048;Tulln Schubertpark;Wien;90001;16.0487439;48.3304436
60205049;Tulln In der Au;Wien;90001;16.0605478;48.3403328
60205050;Tulln St. Severin;Wien;90001;16.0677792;48.3219921
60205051;Tulln Kronauer Straße;Wien;90001;16.0302566;48.325343
60205052;Tulln Kleine Tullnbachgasse;Wien;90001;16.071076;48.3293507
60205053;Tulln Listhof;Wien;90001;16.0709592;48.3234376
60205054;Tulln Robert-Stolz-Straße;Wien;90001;16.0615539;48.3212036
60205055;Tulln Rudolf-Buchinger-Straße;Wien;90001;16.0455279;48.3299539
60205056;Tulln Lazarettgasse;Wien;90001;16.0621019;48.3316261
60205057;Tulln Stadt Bahnhof;Wien;90001;16.0539991;48.3284369
60205059;Tulln Umspannwerk;Wien;90001;16.0571611;48.3187246
60205060;Tulln Wiener Straße;Wien;90001;16.0571701;48.331656
60205061;Tulln Wilhelmstraße;Wien;90001;16.0581044;48.330999
60205062;Tulln Messegelände;Wien;90001;16.0388265;48.3265973
60205063;Tullnerbach Hauptstraße/Strandbad;Wien;90001;16.0970733;48.1844453
60205064;Tullnerbach Gemeindeamt;Wien;90001;16.0926805;48.1843495
60205065;Tullnerbach Norbertinumstr.;Wien;90001;16.1046281;48.1849005
60205067;Tullnerbach Weidlingbachstraße;Wien;90001;16.0912791;48.1843195
60205068;Tullnerbach-Pressbaum Bahnhof;Wien;90001;16.0930937;48.1859606
60205070;Ulrichskirchen Bahnhof;Wien;90001;16.4885501;48.4024127
60205071;Ulrichskirchen Ortsmitte;Wien;90001;16.4926913;48.4016553
60205072;Untereggendorf Bahnhof;Wien;90001;16.3213018;47.8612274
60205073;Unterhautzental Ort;Wien;90001;16.1442708;48.4336717
60205074;Unterkirchbach Casinostraße;Wien;90001;16.1949447;48.2910052
60205075;Tulln Landespflegeheim;Wien;90001;16.0625061;48.3192383
60205076;Unterkirchbach Schloßbergweg;Wien;90001;16.1966515;48.2926907
60205078;Untermallebarn Ort;Wien;90001;16.1715077;48.4622249
60205079;Mauerbach Heiligenbergstraße;Wien;90001;16.1860604;48.2354614
60205080;Unteroberndorf (NÖ) Bahnhof;Wien;90001;15.9578344;48.18175
60205081;Unterolberndorf Landstraße;Wien;90001;16.4870319;48.4322531
60205082;Unterolberndorf Hauptplatz;Wien;90001;16.4780218;48.433767
60205083;Tulln Wolfgang-A.-Mozart-Straße;Wien;90001;16.0617785;48.3184319
60205084;Untermallebarn Höbersdorfer Str.;Wien;90001;16.1730348;48.4567086
60205085;Unterparschenbrunn Siedlung;Wien;90001;16.1124075;48.4521926
60205087;Leobendorf (NÖ) Abzw. Unterrohrbach;Wien;90001;16.2942445;48.3729845
60205088;Unterrohrbach (Korneuburg) Badgasse;Wien;90001;16.291289;48.3789455
60205089;Unterrohrbach (Korneuburg) Ortsmitte;Wien;90001;16.2790181;48.3854308
60205090;Untersiebenbrunn Bahnhof;Wien;90001;16.7473996;48.248037
60205091;Untersiebenbrunn Kellergasse;Wien;90001;16.7457198;48.2550773
60205092;Untersiebenbrunn Kirchengasse;Wien;90001;16.7432494;48.2570151
60205093;Unterstockstall Herrenstraße;Wien;90001;15.9288548;48.4239079
60205094;Untertullnerbach Bahnhof;Wien;90001;16.1272477;48.1912727
60205095;Untertullnerbach Wienerwaldsee;Wien;90001;16.1213637;48.1836727
60205096;Steinbach bei Kirche;Wien;90001;16.193705;48.241247
60205097;An der Stadlhütte Wasserwerk;Wien;90001;16.1246605;48.182918
60205098;Unterwaltersdorf Rechte Bahnzeile;Wien;90001;16.4348219;47.9569089
60205100;Thenneberg Rehhofsiedlung;Wien;90001;15.9476745;48.0244776
60205101;Unterwaltersdorf Don Bosco-Gymnasium;Wien;90001;16.4308962;47.966738
60205102;Unterwaltersdorf Hauptplatz;Wien;90001;16.430492;47.9602175
60205104;Unterwaltersdorf Ebreichsdorfer Str.;Wien;90001;16.4260004;47.9650538
60205105;Unterzögersdorf Ortsmitte;Wien;90001;16.1763406;48.3813142
60205107;Utzenlaa Ortsmitte;Wien;90001;15.9474229;48.3701022
60205108;Veitsau Feuerwehr;Wien;90001;16.1007653;47.9368299
60205110;Velm/Himberg Stadelgasse;Wien;90001;16.4509017;48.0455615
60205111;Velm/Himberg Kirchengasse;Wien;90001;16.4473893;48.0437058
60205112;Velm/Himberg Nelkengasse;Wien;90001;16.4449638;48.0402163
60205113;Velm-Götzendorf Hauptstraße 18/23;Wien;90001;16.770675;48.4680087
60205114;Vorderbrühl Husarentempelgasse;Wien;90001;16.2597941;48.0824407
60205115;Vorderbrühl Jägerhausgasse;Wien;90001;16.266235;48.0811084
60205116;Vösendorf Anton-Benya-Straße 1;Wien;90001;16.3159298;48.1177162
60205117;Vösendorf SCS Hotel Pyramide;Wien;90001;16.3129474;48.113494
60205118;Tullnerbach Norbertinum;Wien;90001;16.1068829;48.1887215
60205119;Vösendorf Haidfeldsiedlung;Wien;90001;16.3267006;48.135069
60205121;Vösendorf Haidfeldstraße;Wien;90001;16.3266108;48.131256
60205122;Brunn am Gebirge Wiener Straße 198;Wien;90001;16.3101716;48.1145436
60205123;Vösendorf Mühlgasse;Wien;90001;16.3333931;48.1231253
60205124;Purkersdorf bei Schwarzhubergasse;Wien;90001;16.1727833;48.2064336
60205125;Untertullnerbach Bahnhof/Hauptstraße;Wien;90001;16.1264931;48.1897756
60205126;Vösendorf Post;Wien;90001;16.3275361;48.1244685
60205127;Vösendorf SCS Ostring;Wien;90001;16.3199094;48.1102551
60205128;Vösendorf Schlossplatz;Wien;90001;16.3406604;48.1209305
60205129;Vösendorf Spitz;Wien;90001;16.3545304;48.1145735
60205130;Vösendorf Kirche;Wien;90001;16.3381182;48.1220279
60205131;Vösendorf B17/Anton-Benya-Straße;Wien;90001;16.3169539;48.1182619
60205132;Vösendorf SCS;Wien;90001;16.3155435;48.1115567
60205133;Vösendorf Vösendorf-Siebenhirten;Wien;90001;16.319029;48.1255179
60205134;Vösendorf SCS B17;Wien;90001;16.3151573;48.1117006
60205135;Wagendorf (NÖ) Nord;Wien;90001;16.0099906;48.2660275
60205136;Wagram am Wagram Dorfstraße;Wien;90001;15.7790247;48.4360617
60205137;Wagram am Wagram Neue Mittelschule;Wien;90001;15.7780635;48.4329326
60205138;Wagram am Wagram Bahnhof;Wien;90001;15.7758627;48.4343213
60205139;St. Corona am Schöpfl Abzw. Klausen-Leopoldsdorf;Wien;90001;15.9277139;48.0629988
60205140;Tulln Krankenhaus;Wien;90001;16.0641949;48.32336
60205141;Wagram an der Donau Ortsmitte;Wien;90001;16.7526817;48.1635321
60205142;Vösendorf SCS IKEA;Wien;90001;16.3167922;48.1049466
60205143;Wallern im Bgld Bahnhof;Wien;90001;16.9310692;47.7331635
60205144;St. Corona am Schöpfl Ortsmitte;Wien;90001;15.922351;48.0655203
60205145;Wallern im Bgld Pamhagener Straße;Wien;90001;16.9329377;47.722438
60205146;Wallern im Bgld Ortsmitte;Wien;90001;16.9363064;47.7251029
60205147;Wampersdorf Bahnhof;Wien;90001;16.4169184;47.930745
60205148;Wampersdorf Abzweigung Bahnhof;Wien;90001;16.4209249;47.9319909
60205149;Klein-Mariazell Nr. 86;Wien;90001;15.9440632;48.0500775
60205150;Wampersdorf Obere Hauptstraße;Wien;90001;16.4274916;47.9223118
60205151;Wampersdorf Wiener Straße;Wien;90001;16.4280935;47.9224984
60205152;Wampersdorf Lindenstraße;Wien;90001;16.4308064;47.9256166
60205153;Wampersdorf Untere Hauptstraße;Wien;90001;16.4291265;47.9229559
60205154;Wasenbruck Ort;Wien;90001;16.5558878;47.9862162
60205155;Watzendorf (NÖ) Kapelle;Wien;90001;15.8441796;48.3027843
60205157;Weiden am See Bahnhof;Wien;90001;16.8639111;47.925731
60205159;Weiden am See Obere Hauptstraße;Wien;90001;16.863426;47.9302936
60205160;Weiden am See Raiffeisenplatz;Wien;90001;16.8675942;47.9267182
60205161;Weiden am See Untere Hauptstraße;Wien;90001;16.874089;47.9229559
60205162;Weidling/Klosterneuburg Hinterweidling;Wien;90001;16.2734934;48.2696273
60205163;Weidling/Klosterneuburg Dehmgasse;Wien;90001;16.3029132;48.287132
60205164;Weidling/Klosterneuburg Elisabethgasse;Wien;90001;16.2988169;48.2918898
60205165;Weidling/Klosterneuburg Fograben;Wien;90001;16.284893;48.2893436
60205166;Weidling/Klosterneuburg Friedhof;Wien;90001;16.3027605;48.2927504
60205167;Weidling/Klosterneuburg Gschwendt;Wien;90001;16.3224157;48.2932286
60205168;Weidling/Klosterneuburg Hauptstraße;Wien;90001;16.2910555;48.2843285
60205169;Weidling/Klosterneuburg Kirche;Wien;90001;16.3090128;48.290802
60205170;Weidling/Klosterneuburg Rotgraben;Wien;90001;16.2740683;48.2889073
60205171;Weidling/Klosterneuburg Kirchmayergasse;Wien;90001;16.312112;48.2909454
60205172;Weidling/Klosterneuburg Schwedenheim;Wien;90001;16.2858452;48.2816564
60205173;Weidling/Klosterneuburg Servitenhof;Wien;90001;16.3059316;48.2886144
60205174;Weidling/Klosterneuburg Steinwandgasse;Wien;90001;16.3162263;48.2914774
60205175;Weidling/Klosterneuburg Stöllngasse;Wien;90001;16.2816321;48.2893376
60205176;Weidling/Klosterneuburg Säulenweg;Wien;90001;16.2948643;48.2896185
60205178;Weidling/Klosterneuburg Wintergasse;Wien;90001;16.2961938;48.2863191
60205179;Weidlingbach (Klosterneuburg) Hubertusweg;Wien;90001;16.2384501;48.2665717
60205180;Weidlingbach (Klosterneuburg) Talgasse;Wien;90001;16.25612;48.2666853
60205181;Weidlingbach (Klosterneuburg) Steinrieglstraße;Wien;90001;16.2676274;48.2673849
60205182;Weidlingbach (Klosterneuburg) Trafo;Wien;90001;16.2457265;48.2646103
60205183;Weidlingbach (Klosterneuburg) Anton-Wallner-Gasse;Wien;90001;16.2334196;48.2698007
60205184;Weigelsdorf Bahnhof;Wien;90001;16.4131994;47.9514401
60205185;Weigelsdorf Kienergasse;Wien;90001;16.4084024;47.9487747
60205186;Weigelsdorf Grenzweg;Wien;90001;16.4173945;47.9367937
60205188;Weikendorf Mühlgasse;Wien;90001;16.7638298;48.3421957
60205189;Weikendorf-Dörfles Bahnhof;Wien;90001;16.7590508;48.3495991
60205190;Weinsteig Ort;Wien;90001;16.4019705;48.4570005
60205191;Weinzierl/Atzenbrugg Kapelle;Wien;90001;15.8845498;48.2859903
60205192;Ollern Reichersbergstraße;Wien;90001;16.074283;48.2605856
60205193;Weissenbach bei Mödling Abzw. Wassergspreng;Wien;90001;16.2172858;48.0814144
60205194;Weissenbach bei Mödling Ortsmitte;Wien;90001;16.2231518;48.0805322
60205195;Weissenbach-Neuhaus Bahnhof;Wien;90001;16.0451956;47.98425
60205196;Weissenbach/Triesting Further Straße;Wien;90001;16.0397069;47.9814721
60205197;Weissenbach/Triesting Kirchenplatz;Wien;90001;16.0386109;47.9824702
60205198;Weissenbach/Triesting Mittelschule;Wien;90001;16.038009;47.9763607
60205199;Wetzleinsdorf Ort;Wien;90001;16.3842377;48.47802
60205200;Wiener Neudorf Griesfeld;Wien;90001;16.3128845;48.0778795
60205201;Wiener Neudorf Bahnhof;Wien;90001;16.3140523;48.0870075
60205202;Wiener Neudorf Weidenweg;Wien;90001;16.330752;48.0823927
60205203;Wiener Neudorf Europaplatz;Wien;90001;16.3182385;48.0880156
60205204;Wiener Neudorf Ferdinandsgasse;Wien;90001;16.3071533;48.0870075
60205205;Wiener Neudorf Reisenbauer-Ring Süd;Wien;90001;16.310522;48.0874575
60205206;Wiener Neudorf Schlossmühlplatz;Wien;90001;16.3245267;48.0846491
60205207;Wiener Neudorf Wiesengasse;Wien;90001;16.3242482;48.0884296
60205208;Maria Enzersdorf Steinfeldstraße;Wien;90001;16.3096776;48.0910158
60205209;Wiener Neustadt Aqua Nova;Wien;90001;16.2593629;47.8415213
60205210;Wiener Neustadt Hauptbahnhof;Wien;90001;16.2336172;47.8113055
60205211;Wiener Neustadt Auge Gottes;Wien;90001;16.2477297;47.8215241
60205212;Zillingtal Steinbrunner Straße;Wien;90001;16.4082856;47.8155162
60205213;Wiener Neustadt Dachensteingasse/Brunnerstraße;Wien;90001;16.2228464;47.8085363
60205215;Wiener Neustadt Zehnergürtel/Zehnergasse;Wien;90001;16.2172948;47.8153111
60205216;Wiener Neustadt Döttelbachsiedlung;Wien;90001;16.2658577;47.832181
60205218;Wiener Neustadt Schulgasse;Wien;90001;16.2452953;47.8118243
60205219;Wiener Neudorf Bahnstraße;Wien;90001;16.3126779;48.0870315
60205220;Wiener Neustadt Hauptplatz;Wien;90001;16.2447743;47.8131092
60205221;Wiener Neustadt Landesklinikum;Wien;90001;16.2470021;47.8167106
60205223;Wiener Neustadt Nord;Wien;90001;16.2386927;47.8345268
60205224;Unterzögersdorf Heinrich-Jarosch-Straße;Wien;90001;16.1712292;48.3810695
60205225;Wiener Neustadt Pottendorfer Str. 41/60;Wien;90001;16.2527333;47.8265784
60205226;Wiener Neustadt Am Schafflerhof;Wien;90001;16.2800242;47.839821
60205227;Wiener Neustadt Civitas Nova;Wien;90001;16.2553474;47.8336041
60205228;Wiener Neustadt Corvinusring;Wien;90001;16.2485472;47.8127714
60205229;Weikendorf Rathausplatz;Wien;90001;16.7664349;48.3446497
60205230;Wienerherberg Seegasse;Wien;90001;16.552564;48.0587361
60205231;Wienerherberg Fabriksgasse;Wien;90001;16.5477311;48.0575653
60205233;Wiesen-Sigleß Bahnhof;Wien;90001;16.3699455;47.7532732
60205235;Wildungsmauer Bahnhof;Wien;90001;16.8024933;48.1080298
60205236;Wiener Neustadt Günser Str. 44;Wien;90001;16.241181;47.8020261
60205237;Wilfersdorf/Tulln Kapellenstraße;Wien;90001;16.0985914;48.2784701
60205238;Wilfersdorf/Tulln Ortsmitte;Wien;90001;16.1018882;48.2796657
60205239;Wilfleinsdorf Bahnhof;Wien;90001;16.7197764;48.0219361
60205240;Bruck an der Leitha Abzw. Wilfleinsdorf;Wien;90001;16.7197495;48.0290735
60205241;Wilfleinsdorf Hauptstraße;Wien;90001;16.7298735;48.0114865
60205242;Wilfleinsdorf Königshofer Straße;Wien;90001;16.7215731;48.0118351
60205243;Kogl/Sieghartskirchen Abzw. Wimmersdorf;Wien;90001;15.9902816;48.2309198
60205244;Wimmersdorf (NÖ) Obere Landstraße;Wien;90001;15.9727824;48.2310574
60205245;Wimmersdorf (NÖ) Starzinger Straße;Wien;90001;15.966557;48.2312369
60205246;Wimpassing/Leitha Hauptstraße;Wien;90001;16.4289109;47.9177485
60205247;Wimpassing/Leitha Ziegelofengasse;Wien;90001;16.4276892;47.9132811
60205248;Winden am See Bahnhof;Wien;90001;16.7588262;47.9469696
60205249;Winden am See Eisenstädter Straße;Wien;90001;16.7517834;47.9518192
60205250;Weidlingbach (Klosterneuburg) Windischhütte;Wien;90001;16.2261342;48.2815429
60205252;Winkl am Wagram Ortsmitte;Wien;90001;15.895671;48.3935914
60205253;Wittau (NÖ) Kirche;Wien;90001;16.5977762;48.1816721
60205254;Wittau (NÖ) Kirchenfeld;Wien;90001;16.6042082;48.1813906
60205255;Wittmannsdorf (NÖ) Bahnhof;Wien;90001;16.2192621;47.9203011
60205256;Wiener Neustadt Richtergasse;Wien;90001;16.2403635;47.8003064
60205257;Witzelsdorf Ortsmitte;Wien;90001;16.8355603;48.1505162
60205258;Wolfpassing/Tulln Tullner Straße;Wien;90001;16.179332;48.3127327
60205259;Wolfpassing/Mistelbach Ortsmitte;Wien;90001;16.5304565;48.4515968
60205260;Heimbautal Bundesstraße;Wien;90001;16.1266638;48.1711472
60205261;Wolfsgraben (NÖ) Brentenmaisstraße;Wien;90001;16.1221093;48.1659048
60205262;Wolfsgraben (NÖ) Engelkreuzstraße;Wien;90001;16.1015199;48.1635741
60205263;Wolfsgraben (NÖ) Forsthausstraße;Wien;90001;16.1187586;48.1538964
60205264;Wolfsgraben (NÖ) Nord;Wien;90001;16.1259002;48.1699609
60205265;Wolfsgraben (NÖ) Drei-Berge-Straße;Wien;90001;16.1179411;48.1512414
60205266;Wiener Neustadt Marktgasse;Wien;90001;16.2416122;47.8029794
60205267;Wolfsgraben (NÖ) Kirche;Wien;90001;16.1218488;48.1584388
60205268;Wolfsgraben (NÖ) Liesinger Straße;Wien;90001;16.1287838;48.1670732
60205269;Wolfsgraben (NÖ) Siedlungsstraße;Wien;90001;16.1124345;48.1654734
60205270;Zistersdorf Neustiftgasse;Wien;90001;16.767468;48.5427155
