DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60210109;Rechnitz Hochstr./Freizeitheim;Wien;90001;16.4386307;47.3075967
60210110;Rechnitz Hochstraße 93;Wien;90001;16.439538;47.3119029
60210112;Rechnitz Faludigasse;Wien;90001;16.4396997;47.3134255
60210113;Rechnitz Obere Taborgasse;Wien;90001;16.4432121;47.3087296
60210114;Bocksdorf (Bgld) Abzweigung;Wien;90001;16.183626;47.1464177
60210115;Rechnitz Günserstr./Pillengasse;Wien;90001;16.4475869;47.3066403
60210116;Rechnitz Pillengasse 11;Wien;90001;16.4490242;47.3050139
60210117;Rechnitz Steinamangerstraße 23;Wien;90001;16.44862;47.3024433
60210118;Dt Tschantschendorf Nord;Wien;90001;16.2871298;47.1070445
60210119;Dt Tschantschendorf Süd;Wien;90001;16.2900763;47.1049473
60210120;Rechnitz Steinamangerstr. 34/36;Wien;90001;16.4462305;47.3036068
60210121;Güssing Bewag;Wien;90001;16.3198285;47.0735954
60210123;Güssing Volksbank;Wien;90001;16.3220833;47.0590386
60210124;Dt Tschantschendorf Bergen;Wien;90001;16.307306;47.1324125
60210125;Rechnitz Katharinengasse;Wien;90001;16.4434457;47.302888
60210126;Rechnitz Hyrtlgasse/Kreuzgasse;Wien;90001;16.4456555;47.3000492
60210127;Rechnitz Lisztgasse;Wien;90001;16.4458172;47.2981424
60210128;Rechnitz Mariengasse;Wien;90001;16.4419724;47.2980875
60210129;Rechnitz Alzey-Straße;Wien;90001;16.4377234;47.2968813
60210130;Rechnitz Martingasse;Wien;90001;16.4376875;47.2977037
60210131;Rechnitz Neuegasse;Wien;90001;16.4380468;47.3006889
60210132;Rechnitz Schulgasse;Wien;90001;16.4393314;47.3018829
60210134;Rechnitz Alois-Hofer-Gasse;Wien;90001;16.4376515;47.2984287
60210141;Güssing Volksschule;Wien;90001;16.3238799;47.0533592
60210142;Güssing Schulzentrum;Wien;90001;16.3241943;47.0639525
60210143;Güssing Krankenhaus;Wien;90001;16.3220474;47.0506478
60210160;Mogersdorf Gh. Fischer;Wien;90001;16.2343718;46.9479296
60210162;Jennersdorf Kirchenstraße;Wien;90001;16.1425729;46.9393987
60210169;Steingraben (Bgld) Abzweigung;Wien;90001;16.2832401;47.0643196
60210197;Krottendorf/Güssing Mitte;Wien;90001;16.3082402;47.0577779
60210198;Krottendorf/Güssing Glockenturm;Wien;90001;16.3078719;47.0603665
60210224;Wallendorf Kapelle;Wien;90001;16.2337609;46.9724539
60210225;Deutsch Minihof Kaufhaus Binder;Wien;90001;16.2437322;46.9701797
60210227;Heiligenkreuz (Bgld) Postamt;Wien;90001;16.257719;46.9885847
60210247;Heiligenbrunn (Güssing) Gasthaus Krutzler;Wien;90001;16.4165771;47.02698
60210259;Gerersdorf/Güssing Ortsmitte;Wien;90001;16.253425;47.0684376
60210260;Rehgraben (Bgld) Rehgraben bei Güssing;Wien;90001;16.2367523;47.0807347
60210262;Kukmirn Gemeindeamt;Wien;90001;16.2059401;47.0739197
60210263;Kukmirn Volksschule;Wien;90001;16.205482;47.0690373
60210271;Rudersdorf (Bgld) Bergen Pfingstl;Wien;90001;16.1368776;47.067373
60210295;Oberpullendorf Augasse/Bücherei;Wien;90001;16.5064355;47.5012737
60210297;Großwarasdorf Schule;Wien;90001;16.5566244;47.5366974
60210298;Großwarasdorf Martin-Mersich-Str.;Wien;90001;16.5570107;47.5376374
60210300;Oberpullendorf Augasse 41/26;Wien;90001;16.5080615;47.5001571
60210301;Kroatisch Geresdorf Kirche;Wien;90001;16.6086998;47.4938632
60210302;Kroatisch Geresdorf Gh. Fabianits;Wien;90001;16.6106761;47.4910711
60210304;Lutzmannsburg Minihofer Weg;Wien;90001;16.6438868;47.4645873
60210309;Kleinwarasdorf Volksschule;Wien;90001;16.5918024;47.539196
60210310;Kroatisch Minihof Ortsmitte;Wien;90001;16.6457283;47.5274419
60210311;Nikitsch Schlosstor;Wien;90001;16.6513518;47.5341016
60210315;Deutschkreutz Gasthaus Huszar;Wien;90001;16.6284986;47.5961885
60210316;Deutschkreutz Sparkasse;Wien;90001;16.6246449;47.6011981
60210317;Deutschkreutz Webergasse;Wien;90001;16.6288041;47.5976666
60210318;Deutschkreutz Burgenlandstr. 103;Wien;90001;16.6319212;47.5997686
60210319;Deutschkreutz Burgenlandstr. 3;Wien;90001;16.6260013;47.6038995
60210320;Girm Hofstatt;Wien;90001;16.605358;47.6009982
60210321;Girm Hotel Schreiner;Wien;90001;16.6078823;47.5998352
60210326;Großwarasdorf Johannesgasse;Wien;90001;16.5514232;47.5426405
60210327;Raiding Sechshauser Straße;Wien;90001;16.5315435;47.5637086
60210329;Raiding Siedlung Nordrand;Wien;90001;16.5230095;47.5689213
60210331;Unterfrauenhaid Feldgasse;Wien;90001;16.4984585;47.5708365
60210334;Lackenbach (Bgld) Schloßgasse;Wien;90001;16.4668198;47.5879311
60210335;Lackenbach (Bgld) Haydngasse;Wien;90001;16.4632984;47.5885854
60210336;Lackenbach (Bgld) Wiener Straße;Wien;90001;16.4613042;47.5866042
60210337;Lackenbach (Bgld) Bergstraße/Feldgasse;Wien;90001;16.4669995;47.5916995
60210339;Ritzing (Bgld) Hauptplatz;Wien;90001;16.4962127;47.6066917
60210344;Oberpullendorf Großfeldsiedlung;Wien;90001;16.5094808;47.4952956
60210345;Oberpullendorf Kirche;Wien;90001;16.5075225;47.4967826
60210346;Horitschon Gasthaus Lazarus;Wien;90001;16.5479108;47.5892943
60210348;Horitschon Florianigasse;Wien;90001;16.5487821;47.5879432
60210351;Neckenmarkt Elisabethgasse;Wien;90001;16.5484587;47.594147
60210352;Neckenmarkt Feldgasse 11;Wien;90001;16.5479287;47.6023671
60210353;Neckenmarkt Hofstatt 15;Wien;90001;16.5413261;47.6025731
60210354;Neckenmarkt Rathausgasse;Wien;90001;16.5487103;47.5974667
60210355;Neckenmarkt Lange Zeile 76;Wien;90001;16.5428443;47.600556
60210358;Unterpetersdorf Kirche;Wien;90001;16.5816784;47.5906635
60210361;Oberpullendorf Firma Kroschu;Wien;90001;16.522201;47.4875808
60210363;Bad Tatzmannsdorf Kirche;Wien;90001;16.2271673;47.3357546
60210365;Bad Tatzmannsdorf Volksschule;Wien;90001;16.2275536;47.3342691
60210367;Mariasdorf Mitte;Wien;90001;16.2313445;47.3650475
60210368;Mariasdorf Kirche;Wien;90001;16.2341742;47.3682113
60210369;Grodnau B50;Wien;90001;16.2472716;47.3753962
60210371;Rettenbach (Bgld) Gh. Ulreich;Wien;90001;16.2401479;47.4111722
60210372;Stuben (Bgld) Springbrunnen;Wien;90001;16.2474602;47.4281061
60210374;Bernstein (Bgld) Hauptplatz;Wien;90001;16.2556439;47.4058101
60210375;Bad Tatzmannsdorf Glockenstraße;Wien;90001;16.2376955;47.3322052
60210377;Bernstein (Bgld) Hasler Straße;Wien;90001;16.2633155;47.4083088
60210380;Redlschlag Abzw. Redlshöhe;Wien;90001;16.2763051;47.437762
60210382;Mattersburg Gymnasium;Wien;90001;16.4005691;47.736565
60210388;Steinbach/Oberpullendorf Ortsmitte;Wien;90001;16.3140793;47.4737385
60210389;Lebenbrunn;Wien;90001;16.3018083;47.4625042
60210391;Kogl bei Redlschlag;Wien;90001;16.298754;47.4453687
60210392;Pilgersdorf Ortsmitte;Wien;90001;16.3497783;47.4408789
60210394;Bubendorf im Bgld Abzweigung;Wien;90001;16.3561833;47.4291332
60210395;Bubendorf im Bgld Ortsmitte;Wien;90001;16.3472271;47.4273829
60210397;Weißenbachl/Unterkohlstätten Gasthaus Kappel;Wien;90001;16.3457988;47.3921896
60210398;Langeck im Bgld Ortszufahrt;Wien;90001;16.3738532;47.402916
60210400;Deutsch Gerisdorf Abzweigung;Wien;90001;16.3658223;47.4176644
60210401;Deutsch Gerisdorf Ortsmitte;Wien;90001;16.3628758;47.413543
60210402;Hochstraß (Bgld) Gasthaus Tischler;Wien;90001;16.4046025;47.4286895
60210403;Lockenhaus Abzw. Hochstraß;Wien;90001;16.4076209;47.4150688
60210404;Lockenhaus Wiener Straße;Wien;90001;16.4124808;47.4127589
60210406;Lockenhaus Hauptplatz;Wien;90001;16.4184186;47.4068133
60210407;Piringsdorf Schule;Wien;90001;16.4158135;47.4468389
60210408;Piringsdorf Gasthaus Mayer;Wien;90001;16.4181401;47.4496637
60210410;Piringsdorf B50/Reitwiesen;Wien;90001;16.4224251;47.4498217
60210414;Weingraben (Bgld) Hauptplatz;Wien;90001;16.363819;47.514144
60210415;Weingraben (Bgld) Hauptstraße 4/122;Wien;90001;16.3692089;47.5122753
60210420;Oberrabnitz Kirche;Wien;90001;16.3543238;47.4928981
60210421;Schwendgraben Ort;Wien;90001;16.3554467;47.4713947
60210425;Piringsdorf Feuerwehr;Wien;90001;16.4135138;47.4482362
60210426;Steinberg/Rabnitz Gasthaus Janits;Wien;90001;16.4888106;47.4734531
60210428;Steinberg/Rabnitz Sonnriegel;Wien;90001;16.4938591;47.4783044
60210430;Oberpullendorf Günser Straße;Wien;90001;16.5154816;47.4918906
60210432;Unterpullendorf Ortsmitte;Wien;90001;16.5416495;47.4753293
60210433;Unterpullendorf Gasthaus Perusich;Wien;90001;16.5462129;47.473271
60210434;Unterloisdorf Kirche;Wien;90001;16.5318489;47.437045
60210436;Mannersdorf/Rabnitz Volksschule;Wien;90001;16.5276897;47.4286956
60210437;Unterloisdorf Volksschule;Wien;90001;16.5357655;47.4349608
60210441;Klostermarienberg Feuerwehr;Wien;90001;16.5646104;47.4222595
60210442;Unterloisdorf Gasthaus Krutzler;Wien;90001;16.5347684;47.4357143
60210444;Langental Ortsmitte;Wien;90001;16.5435899;47.5034463
60210445;Glashütten/Langeck Kriegerdenkmal;Wien;90001;16.3836718;47.3744837
60210446;Glashütten/Langeck Florianigasse;Wien;90001;16.3821267;47.378012
60210448;Unterschützen/Bgld Kirche;Wien;90001;16.2025085;47.3221646
60210449;Rechnitz Hauptplatz;Wien;90001;16.4410472;47.3049104
60210450;Unterschützen/Bgld Gh. Simon;Wien;90001;16.2057604;47.3159652
60210452;Eisenzicken Abzweigung;Wien;90001;16.2521944;47.2651122
60210453;Oberwart Hauptplatz;Wien;90001;16.2132614;47.2876139
60210454;Oberwart Krankenhaus;Wien;90001;16.2045477;47.280539
60210455;Oberwart Badgasse;Wien;90001;16.2096591;47.2867913
60210456;Riedlingsdorf Gasthaus Artner;Wien;90001;16.1331406;47.3485863
60210457;Pinkafeld Hauptplatz;Wien;90001;16.1226842;47.3708822
60210458;Pinkafeld Nord;Wien;90001;16.1122099;47.390432
60210459;Litzelsdorf (Bgld) Ortsmitte;Wien;90001;16.1615723;47.207632
60210460;Stegersbach P+R/Hauptplatz;Wien;90001;16.1683276;47.1584646
60210461;Rauchwart im Bgld Gasthaus Wukovits;Wien;90001;16.2256671;47.1333047
60210462;St. Michael im Bgld Abzw. Schallendorf;Wien;90001;16.2577729;47.1286355
60210463;St. Michael im Bgld Gemeindeamt;Wien;90001;16.2691096;47.126093
60210465;Tobaj Gemeindeamt;Wien;90001;16.3043236;47.0914999
60210466;Pinkafeld HTL;Wien;90001;16.1212829;47.3657776
60210467;Stegersbach Oberbergen;Wien;90001;16.1498673;47.1527225
60210468;Pinkafeld Burgenlandsiedlung;Wien;90001;16.1071793;47.3959295
60210473;Weppersdorf Bäckerei Gradwohl;Wien;90001;16.4258567;47.5813812
60210474;Weppersdorf Raiffeisenplatz;Wien;90001;16.4270245;47.578424
60210475;Weppersdorf Busbahnhof/P+R;Wien;90001;16.4216705;47.5865557
60210476;Hornstein Meierhofgasse;Wien;90001;16.4433918;47.8821251
60210477;Hornstein Esterhazystraße;Wien;90001;16.4391427;47.8861614
60210481;Güssing Badstraße;Wien;90001;16.3185709;47.0572026
60210482;Güssing Raiffeisenstraße;Wien;90001;16.3265299;47.0643747
60210485;Steinberg/Rabnitz Meierhofgasse;Wien;90001;16.4930327;47.4698827
60210492;Burgauberg Gasthaus Trummer;Wien;90001;16.1313171;47.1623799
60210493;Burgauberg Trafo;Wien;90001;16.1254151;47.1609873
60210494;Burgauberg Gasthaus Bleier;Wien;90001;16.1147431;47.1528447
60210496;Burgauberg Gh. Fröhlich;Wien;90001;16.1229178;47.1394522
60210498;Burgauberg Alte Volksschule;Wien;90001;16.1231603;47.1511525
60210499;Burgauberg Gemeindeamt;Wien;90001;16.124409;47.1548912
60210500;Markt Allhau Abzw. Berghäuser;Wien;90001;16.1114733;47.2806426
60210502;Jormannsdorf Meierhofweg;Wien;90001;16.2346053;47.3445508
60210503;Markt Allhau Hutweide;Wien;90001;16.0800592;47.289576
60210504;Jormannsdorf Königsberger Allee;Wien;90001;16.2301138;47.3471073
60210508;Oberwart P+R;Wien;90001;16.2055538;47.2961502
60210509;Oberwart Neutorgasse;Wien;90001;16.2074762;47.29141
60210510;Oberwart Mühlgasse;Wien;90001;16.1942261;47.2874007
60210512;Pinkafeld Schulstraße;Wien;90001;16.1252355;47.3674751
60210513;Pinkafeld Schloßgasse;Wien;90001;16.1229627;47.3669762
60210519;Stegersbach HAK;Wien;90001;16.1589402;47.1634305
60210520;Stegersbach Gasthaus Six;Wien;90001;16.1465525;47.1603826
60210523;Steinbrückl Abzw. Markt Allhau;Wien;90001;16.1572334;47.2754257
60210528;Unterwaldbauern Landesstraße;Wien;90001;16.0859431;47.3717522
60210529;Wolfau (Oberwart) Abzw. Obere Bergen;Wien;90001;16.0877937;47.2688489
60210533;Wolfau (Oberwart) Kohriegel;Wien;90001;16.1043945;47.2527907
60210534;Wolfau (Oberwart) Untere Bergen;Wien;90001;16.1036759;47.2468392
60210562;Lutzmannsburg Therme;Wien;90001;16.658143;47.46548
60210565;Hackerberg (Bgld) Volksschule;Wien;90001;16.1141682;47.1943876
60210566;Hackerberg (Bgld) Gasthaus Feichtinger;Wien;90001;16.114303;47.1853771
60210568;Strebersdorf (Bgld) Gasthaus Krutzler;Wien;90001;16.6146376;47.4554101
60210570;Neudauberg Pieber;Wien;90001;16.1077722;47.1727256
60210582;Hirm Hauptstraße;Wien;90001;16.4589506;47.7881824
60210583;Hirm Hauptplatz/Kirche;Wien;90001;16.4545578;47.7872952
60210584;Hirm Kleinfrauenhaider Straße;Wien;90001;16.452348;47.7828769
60210585;Kleinfrauenhaid Friedhof;Wien;90001;16.4377054;47.7737494
60210586;Krensdorf Gemeindeamt;Wien;90001;16.4150948;47.7850378
60210597;Arbesbach Bärenwald;Wien;90001;14.9271973;48.4805568
60210598;Kamp/Arbesbach Bundesstraße;Wien;90001;14.9601295;48.5017214
60210599;Groß Gerungs Griesbach;Wien;90001;14.9483257;48.5247274
60210602;Groß Gerungs Hauptplatz;Wien;90001;14.9579107;48.5742388
60210658;Amstetten Graben;Wien;90001;14.8741967;48.1221059
60210659;Amstetten Köppermühlstraße;Wien;90001;14.8830451;48.1097633
60210661;Amstetten Agathastraße/Stadlbauer;Wien;90001;14.8859017;48.1260156
60210662;Amstetten Eishalle;Wien;90001;14.8790835;48.1168825
60210663;Amstetten Anton-Schwarz-Str.;Wien;90001;14.884141;48.12532
60210664;Amstetten Wiener Str./Arbeiterkammer;Wien;90001;14.8822546;48.1230294
60210665;Amstetten Gartenstraße;Wien;90001;14.8891177;48.1179261
60210666;Amstetten Weitenfeldstraße;Wien;90001;14.8769006;48.1070881
60210667;Amstetten Arthur-Schnitzler-Straße;Wien;90001;14.8823893;48.10731
60210669;Amstetten Ardaggerstraße 34;Wien;90001;14.8688427;48.1270049
60210675;Kienings Bundesstraße;Wien;90001;15.2475185;48.3958938
60210683;Ossarn Karl-Grundmann-Str. Nord;Wien;90001;15.7097557;48.2819135
60210684;Amstetten Haabergstraße;Wien;90001;14.8561316;48.1192274
60210685;Amstetten Negrellistraße;Wien;90001;14.8859466;48.1173383
60210687;Purgstall/Erlauf Kirchenplatz;Wien;90001;15.1361274;48.0578955
60210688;Ossarn Karl-Grundmann-Straße Süd;Wien;90001;15.7086777;48.2773999
60210689;Amstetten Bezirkshauptmannschaft;Wien;90001;14.8746369;48.1240428
60210690;Purgstall/Erlauf Feuerwehr;Wien;90001;15.1337649;48.0653582
60210691;Purgstall/Erlauf Heinrich-Schläger-Straße;Wien;90001;15.1432331;48.0589102
60210722;Oed bei Amstetten Gewerbepark;Wien;90001;14.7364849;48.120091
60210812;Ybbs an der Donau Busbahnhof;Wien;90001;15.083037;48.176365
60210814;Neusarling;Wien;90001;15.1024766;48.1619143
60210815;Wieselburg Rathausplatz;Wien;90001;15.1376097;48.1302847
60210828;Au (St. Leonhard am Forst) Au bei St. Leonhard;Wien;90001;15.2601039;48.1536806
60210855;Persenbeug Teichstraße;Wien;90001;15.0822555;48.1875657
60210857;Persenbeug Industriestraße;Wien;90001;15.0986048;48.19059
60210858;Gottsdorf Kirchenstraße;Wien;90001;15.1087558;48.1897037
60210859;Metzling Donaustraße;Wien;90001;15.1057824;48.1965604
60210860;Gottsdorf Ökosiedlung;Wien;90001;15.103815;48.1905062
60210881;Arthof (St. Pantaleon-Erla) Arthof bei St. Pantaleon;Wien;90001;14.5395653;48.2181784
60210882;Ennsdorf Schulstraße;Wien;90001;14.4956376;48.209367
60210911;Amstetten Höf Bundesstraße;Wien;90001;14.8472382;48.1164327
60210912;Greinsfurth/Amstetten Ortsplatz;Wien;90001;14.8469957;48.1097993
60210971;Retz Schulen;Wien;90001;15.9547981;48.7580985
60211021;Gaaden (Wiener Neustadt) Hinterfeldgasse;Wien;90001;16.0859431;47.8284299
60211022;Gaaden (Wiener Neustadt) Oberort;Wien;90001;16.0842723;47.8305769
60211041;Kirchberg am Walde Schloss;Wien;90001;15.0861093;48.7228559
60211042;Kirchberg am Walde Hollensteiner Siedlung;Wien;90001;15.0945624;48.7211372
60211075;Brand-Nagelberg Süd;Wien;90001;15.0026468;48.8566098
60211079;Gopprechts Abzw. Thaures;Wien;90001;15.03451;48.8919712
60211100;Gmünd (NÖ) Bahnhofstraße;Wien;90001;14.9853273;48.7693787
60211101;Gmünd (NÖ) Schubertplatz;Wien;90001;14.9724275;48.7611838
60211102;Gmünd (NÖ) Ignaz-Pilz-Gasse;Wien;90001;14.9845278;48.7795258
60211107;Warnungs Gerhartsmühle;Wien;90001;15.1565282;48.7188199
60211136;Gmünd (NÖ) Schulzentrum;Wien;90001;14.9793624;48.7658262
60211137;Gmünd (NÖ) Weitraer Straße;Wien;90001;14.9705769;48.7626819
60211138;Hirschbach (Gmünd) Ortsmitte;Wien;90001;15.1258597;48.7446181
60211139;Gmünd (NÖ) Sole-Felsen-Bad;Wien;90001;14.9918221;48.7573345
60211148;Vitis Schulen;Wien;90001;15.1857324;48.7561738
60211156;Mistelbach/Weitra Ort;Wien;90001;14.9335663;48.6667627
60211159;Hollabrunn Znaimer Straße;Wien;90001;16.0755047;48.5702326
60211165;Eggenburg Hauptplatz;Wien;90001;15.8162599;48.6429962
60211168;Platt (Zellerndorf) Ortsmitte;Wien;90001;15.9628111;48.6727011
60211169;Zellerndorf Gemeindeamt;Wien;90001;15.9569002;48.6947993
60211170;Zellerndorf Schulen;Wien;90001;15.9610234;48.6954634
60211171;Zellerndorf Raiffeisenkasse;Wien;90001;15.962856;48.6963469
60211178;Altmanns/Asparn Unterort;Wien;90001;16.4702873;48.6135767
60211184;Retz Kremser Straße;Wien;90001;15.9521032;48.7544741
60211201;Watzelsdorf/Hollabrunn Ort;Wien;90001;15.9823854;48.6966967
60211205;Schöngrabern Ortsmitte;Wien;90001;16.0633146;48.6013645
60211206;Schöngrabern Neugasse;Wien;90001;16.0713455;48.6001467
60211217;Laa/Thaya Stadtplatz;Wien;90001;16.3845701;48.7202897
60211218;Laa/Thaya Therme;Wien;90001;16.395305;48.7229744
60211219;Laa/Thaya St.-Vitus-Heim;Wien;90001;16.3794407;48.7225536
60211220;Laa/Thaya Volksschule;Wien;90001;16.3937419;48.7198512
60211222;Wartberg (NÖ) Landesstraße;Wien;90001;15.8797259;48.6366091
60211229;Eggenburg Schulen;Wien;90001;15.8160353;48.6492876
60211232;Waitzendorf/Retz Ort;Wien;90001;15.8746774;48.7386349
60211233;Waitzendorf/Retz Brückenwaage;Wien;90001;15.8761057;48.7376218
60211235;Pulkau Mühle;Wien;90001;15.8738958;48.7026197
60211236;Pulkau Campingplatz;Wien;90001;15.8421673;48.7057499
60211237;Pulkau Hauptplatz;Wien;90001;15.8611308;48.705163
60211239;Groß-Reipersdorf Ortsmitte;Wien;90001;15.8518422;48.6991929
60211300;Mailberg Hauptplatz;Wien;90001;16.182539;48.672624
60211326;Obermarkersdorf Feuerwehr;Wien;90001;15.8965873;48.7401989
60211329;Deinzendorf Ortsmitte;Wien;90001;15.9210214;48.6959081
60211330;Dietmannsdorf (Hollabrunn) Ort;Wien;90001;15.9122898;48.696086
60211331;Rohrendorf/Pulkau Ortsmitte;Wien;90001;15.8902452;48.6981079
60211332;Pillersdorf Am Anger;Wien;90001;15.9230247;48.7188614
60211335;Ernsdorf bei Staatz Kapellenstraße;Wien;90001;16.4935717;48.6632148
60211345;Pillersdorf Landesstraße;Wien;90001;15.9216233;48.7197445
60211369;Hollabrunn Gymnasium;Wien;90001;16.0831135;48.5586045
60211372;Raschala Ortsmitte;Wien;90001;16.0877128;48.5456118
60211377;Mistelbach (NÖ) Oserstraße;Wien;90001;16.5734678;48.5668443
60211378;Mistelbach (NÖ) Karl-Fitzka-Straße;Wien;90001;16.5745189;48.565917
60211384;Eggenburg Kastanienallee;Wien;90001;15.8078607;48.6413995
60211413;Laa/Thaya Gymnasium;Wien;90001;16.3826387;48.7184288
60211424;Merkersdorf (Hardegg) Ortsmitte;Wien;90001;15.8723238;48.8290892
60211466;Hadersdorf am Kamp Hauptplatz;Wien;90001;15.7197988;48.4585971
60211468;Rohrendorf bei Krems Gemeindeamt;Wien;90001;15.6555064;48.4190254
60211469;Krems an der Donau Wiener Str./Straßenmeisterei;Wien;90001;15.6282695;48.4184888
60211470;Rohrendorf bei Krems Neustifter Straße;Wien;90001;15.662639;48.4169923
60211479;Hohenwarth/Ziersdorf P+R;Wien;90001;15.8232398;48.5043522
60211535;Allentsteig Dr.-Ernst-Krenn-Straße;Wien;90001;15.3281962;48.6952203
60211566;Stockern Ortsmitte;Wien;90001;15.7357798;48.652243
60211578;Kühnring Ort;Wien;90001;15.7842799;48.6341514
60211579;Kühnring Bogengasse;Wien;90001;15.7801746;48.632501
60211594;Krug (Pölla) Bundesstraße;Wien;90001;15.4978521;48.6426341
60211595;Ramsau/Zwettl Bundesstraße;Wien;90001;15.4876831;48.6421474
60211596;Neupölla Ramsau Kapelle;Wien;90001;15.4874136;48.6426223
60211598;Wegscheid am Kamp Ort;Wien;90001;15.485096;48.6120979
60211603;Franzen Ortsmitte;Wien;90001;15.3953004;48.6190166
60211608;Edelhof (Zwettl) Fachschule;Wien;90001;15.2214225;48.6063127
60211613;Horn (NÖ) Mittelschule;Wien;90001;15.656225;48.6664839
60211693;Krems an der Donau Eyblparkstraße;Wien;90001;15.6060721;48.4118228
60211694;Krems an der Donau Moshammergasse;Wien;90001;15.5986161;48.4209808
60211695;Rehberg/Krems Schmittbrücke;Wien;90001;15.5910074;48.4202952
60211696;Rehberg/Krems Hauptstraße;Wien;90001;15.5858151;48.4250048
60211697;Rehberg/Krems Waldhofweg;Wien;90001;15.5893455;48.4276456
60211698;Rehberg/Krems Eiserne Brücke;Wien;90001;15.5878902;48.4308941
60211699;Rehberg/Krems Friedhof;Wien;90001;15.5838119;48.4358888
60211701;Imbach (NÖ) Pointgasse;Wien;90001;15.5811349;48.4372775
60211713;Gföhleramt Mold;Wien;90001;15.5070508;48.5058996
60211714;Gföhleramt Abzw. Mittelberg;Wien;90001;15.5222952;48.5044772
60211716;Gföhl (Krems) Hauptplatz;Wien;90001;15.4903871;48.5168437
60211738;Altpölla Ort;Wien;90001;15.4734359;48.6233455
60211739;Rehberg/Krems Mühlhofstraße;Wien;90001;15.5879261;48.4223401
60211744;Felling (Hollabrunn) Ortsmitte;Wien;90001;15.7977726;48.8652382
60211745;Felling (Hollabrunn) Am Berg;Wien;90001;15.8053095;48.8651673
60211747;Lichtenau im Waldvtl Ortsmitte;Wien;90001;15.3918958;48.4968879
60211753;Brunn am Wald Wasserschloss;Wien;90001;15.4084068;48.4971677
60211754;Lichtenau im Waldvtl Abzw. Ebergersch;Wien;90001;15.3647577;48.4989475
60211755;Allentsgschwendt Ort;Wien;90001;15.3435844;48.4989118
60211756;Gloden Ort;Wien;90001;15.3120984;48.4868267
60211757;Großreinprechts Abzw. Grainbrunn;Wien;90001;15.3087297;48.4780498
60211758;Engelschalks Ort;Wien;90001;15.3346192;48.4938043
60211759;Sallingberg Marktplatz;Wien;90001;15.2329389;48.4662933
60211760;Ottenschlag (NÖ) Oberer Markt;Wien;90001;15.2205152;48.4242656
60211761;Krems an der Donau Stadtpark;Wien;90001;15.5967656;48.4075354
60211762;Stein an der Donau Karl-Eybl-Gasse;Wien;90001;15.5894353;48.4045716
60211763;Stein an der Donau Linzer Tor/DPU;Wien;90001;15.5763199;48.3999854
60211764;Stein an der Donau Friedhof;Wien;90001;15.5857792;48.4051024
60211765;Ottenschlag (NÖ) Schulen;Wien;90001;15.2206499;48.4225308
60211766;Sallingberg Friedhof;Wien;90001;15.2299655;48.467693
60211820;Kottes Marktplatz;Wien;90001;15.3025763;48.4155971
60211833;Spielberg/Melk Fichtengasse;Wien;90001;15.3548852;48.2241994
60211853;Kottes Abzw. Richterhof;Wien;90001;15.2881044;48.407762
60211860;Bernhardshof Ort;Wien;90001;15.2326155;48.4012796
60211861;Kirchschlag/Zwettl Gemeindeamt;Wien;90001;15.2226711;48.3937644
60211862;Jungschlag Landesstraße;Wien;90001;15.2233628;48.4100042
60211880;Arbesbach Purrath;Wien;90001;14.9237118;48.4688962
60211927;Ramplach Bründlweg;Wien;90001;16.0923032;47.6961617
60211930;Wartmannstetten Neunkirchner Str.;Wien;90001;16.0749298;47.6941543
60211932;Neunkirchen (NÖ) Raiffeisenstraße;Wien;90001;16.0841555;47.7201476
60211952;Neunkirchen (NÖ) Gymnasium/HAK;Wien;90001;16.0800143;47.7316349
60211953;Neunkirchen (NÖ) Mittelschulen;Wien;90001;16.0865271;47.7205223
60211965;Kirchberg am Wechsel Köck;Wien;90001;15.9883412;47.6100651
60211966;Kirchberg am Wechsel Ortsmitte;Wien;90001;15.9908565;47.6094231
60211972;Breitenau (NÖ) Feldgasse;Wien;90001;16.1327723;47.7317859
60211973;Breitenau (NÖ) Unterer Anger;Wien;90001;16.1461393;47.7343537
60211974;Breitenau (NÖ) Leeberfeldgasse;Wien;90001;16.1549517;47.7330789
60211975;Schwarzau am Steinfeld Schloßplatz;Wien;90001;16.168678;47.7304869
60211983;Pitten Marktplatz;Wien;90001;16.1858268;47.7158747
60211984;Schwarzau am Steinfeld Pittener Straße;Wien;90001;16.1795745;47.7239427
60211998;Wimpassing/Neunkirchen Gemeindeamt;Wien;90001;16.0272742;47.6997893
60212003;Feistritz am Wechsel Ortsmitte;Wien;90001;16.0526785;47.5995565
60212009;Kirchberg am Wechsel Mittelschule;Wien;90001;15.9938568;47.6089629
60212030;Seebenstein Wehrgasse;Wien;90001;16.1352966;47.6966212
60212080;Rothengrub Ortsmitte;Wien;90001;16.0448722;47.7913932
60212083;Grünbach (Schneebg) Bahnstraße;Wien;90001;15.9928328;47.7968367
60212122;Puchberg/Schneeberg Burggasse;Wien;90001;15.9131073;47.7872107
60212152;Gutenstein (NÖ) Markt;Wien;90001;15.8906135;47.8766725
60212191;Schwarzau im Gebirge Ortsmitte;Wien;90001;15.704797;47.8125241
60212192;Schwarzau im Gebirge Mittelschule;Wien;90001;15.7027308;47.8148225
60212227;Aspang-Markt Andreas-Hofer-Str.;Wien;90001;16.0969475;47.5619326
